,mad_name,control_system_name,beampath,image,columns,rows,bit_depth,calibration,ROI_start_X,ROI_X,ROI_Y,orient_X,orient_Y,center_pix_X,center_pix_Y,filt_1_out,filt_1_in,filt_2_out,filt_2_in,cam_rotation,calibration_Y,bin_X,bin_Y,ROI_start_X_Set,ROI_start_Y_SET,ROI_X_set,ROI_Y_set,SCLinac,Laser,Popin,Cascade,Color,NLCTA,FACET,SPEAR,XTA,AreaDet,Bufd,Filt,Proj,XRS,PCDS,ASTA,LCLS,SAS,HXS,ROI,FrameGrab,AreaDet2,SWROI,Gain,XTES,OneFilt,FiltFlip_1,FiltFlip_2
266,PRDAS17,PROF:DASEL:818,SC_BSYD,PROF:DASEL:818,PROF:DASEL:818:ROI:MaxSizeX_RBV,PROF:DASEL:818:ROI:MaxSizeY_RBV,PROF:DASEL:818:BitsPerPixel_RBV,PROF:DASEL:818:RESOLUTION,PROF:DASEL:818:ROI:MinY_RBV,PROF:DASEL:818:ROI:SizeX_RBV,PROF:DASEL:818:ROI:SizeY_RBV,PROF:DASEL:818:X_ORIENT,PROF:DASEL:818:Y_ORIENT,PROF:DASEL:818:X_RTCL_CTR,PROF:DASEL:818:Y_RTCL_CTR,,,,,,,PROF:DASEL:818:ROI:BinX,PROF:DASEL:818:ROI:BinY,PROF:DASEL:818:ROI:MinX,PROF:DASEL:818:ROI:MinY,PROF:DASEL:818:ROI:SizeX,PROF:DASEL:818:ROI:SizeY,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
267,C2B,CAMR:LGUN:210,SC_HXR,CAMR:LGUN:210,CAMR:LGUN:210:MaxSizeX_RBV,CAMR:LGUN:210:MaxSizeY_RBV,CAMR:LGUN:210:DataType_RBV,CAMR:LGUN:210:RESOLUTION,CAMR:LGUN:210:MinY_RBV,CAMR:LGUN:210:SizeX_RBV,CAMR:LGUN:210:SizeY_RBV,,,,,,,,,,,CAMR:LGUN:210:BinX,CAMR:LGUN:210:BinY,CAMR:LGUN:210:MinX,CAMR:LGUN:210:MinY,CAMR:LGUN:210:SizeX,CAMR:LGUN:210:SizeY,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268,C1B,CAMR:LGUN:390,SC_HXR,CAMR:LGUN:390,CAMR:LGUN:390:MaxSizeX_RBV,CAMR:LGUN:390:MaxSizeY_RBV,CAMR:LGUN:390:DataType_RBV,CAMR:LGUN:390:RESOLUTION,CAMR:LGUN:390:MinY_RBV,CAMR:LGUN:390:SizeX_RBV,CAMR:LGUN:390:SizeY_RBV,,,,,,,,,,,CAMR:LGUN:390:BinX,CAMR:LGUN:390:BinY,CAMR:LGUN:390:MinX,CAMR:LGUN:390:MinY,CAMR:LGUN:390:SizeX,CAMR:LGUN:390:SizeY,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
269,TC1B,CAMR:LGUN:400,SC_HXR,CAMR:LGUN:400,CAMR:LGUN:400:MaxSizeX_RBV,CAMR:LGUN:400:MaxSizeY_RBV,CAMR:LGUN:400:DataType_RBV,CAMR:LGUN:400:RESOLUTION,CAMR:LGUN:400:MinY_RBV,CAMR:LGUN:400:SizeX_RBV,CAMR:LGUN:400:SizeY_RBV,,,,,,,,,,,CAMR:LGUN:400:BinX,CAMR:LGUN:400:BinY,CAMR:LGUN:400:MinX,CAMR:LGUN:400:MinY,CAMR:LGUN:400:SizeX,CAMR:LGUN:400:SizeY,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
270,TC2B,CAMR:LGUN:430,SC_HXR,CAMR:LGUN:430,CAMR:LGUN:430:MaxSizeX_RBV,CAMR:LGUN:430:MaxSizeY_RBV,CAMR:LGUN:430:DataType_RBV,CAMR:LGUN:430:RESOLUTION,CAMR:LGUN:430:MinY_RBV,CAMR:LGUN:430:SizeX_RBV,CAMR:LGUN:430:SizeY_RBV,,,,,,,,,,,CAMR:LGUN:430:BinX,CAMR:LGUN:430:BinY,CAMR:LGUN:430:MinX,CAMR:LGUN:430:MinY,CAMR:LGUN:430:SizeX,CAMR:LGUN:430:SizeY,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
271,TC3B,CAMR:LGUN:460,SC_HXR,CAMR:LGUN:460,CAMR:LGUN:460:MaxSizeX_RBV,CAMR:LGUN:460:MaxSizeY_RBV,CAMR:LGUN:460:DataType_RBV,CAMR:LGUN:460:RESOLUTION,CAMR:LGUN:460:MinY_RBV,CAMR:LGUN:460:SizeX_RBV,CAMR:LGUN:460:SizeY_RBV,,,,,,,,,,,CAMR:LGUN:460:BinX,CAMR:LGUN:460:BinY,CAMR:LGUN:460:MinX,CAMR:LGUN:460:MinY,CAMR:LGUN:460:SizeX,CAMR:LGUN:460:SizeY,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
272,TC4B,CAMR:LGUN:490,SC_HXR,CAMR:LGUN:490,CAMR:LGUN:490:MaxSizeX_RBV,CAMR:LGUN:490:MaxSizeY_RBV,CAMR:LGUN:490:DataType_RBV,CAMR:LGUN:490:RESOLUTION,CAMR:LGUN:490:MinY_RBV,CAMR:LGUN:490:SizeX_RBV,CAMR:LGUN:490:SizeY_RBV,,,,,,,,,,,CAMR:LGUN:490:BinX,CAMR:LGUN:490:BinY,CAMR:LGUN:490:MinX,CAMR:LGUN:490:MinY,CAMR:LGUN:490:SizeX,CAMR:LGUN:490:SizeY,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
273,C-IRISB,CAMR:LGUN:750,SC_HXR,CAMR:LGUN:750,CAMR:LGUN:750:MaxSizeX_RBV,CAMR:LGUN:750:MaxSizeY_RBV,CAMR:LGUN:750:DataType_RBV,CAMR:LGUN:750:RESOLUTION,CAMR:LGUN:750:MinY_RBV,CAMR:LGUN:750:SizeX_RBV,CAMR:LGUN:750:SizeY_RBV,,,,,,,,,,,CAMR:LGUN:750:BinX,CAMR:LGUN:750:BinY,CAMR:LGUN:750:MinX,CAMR:LGUN:750:MinY,CAMR:LGUN:750:SizeX,CAMR:LGUN:750:SizeY,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
274,CAB,CAMR:LGUN:850,SC_HXR,CAMR:LGUN:850,CAMR:LGUN:850:MaxSizeX_RBV,CAMR:LGUN:850:MaxSizeY_RBV,CAMR:LGUN:850:DataType_RBV,CAMR:LGUN:850:RESOLUTION,CAMR:LGUN:850:MinY_RBV,CAMR:LGUN:850:SizeX_RBV,CAMR:LGUN:850:SizeY_RBV,,,,,,,,,,,CAMR:LGUN:850:BinX,CAMR:LGUN:850:BinY,CAMR:LGUN:850:MinX,CAMR:LGUN:850:MinY,CAMR:LGUN:850:SizeX,CAMR:LGUN:850:SizeY,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
275,VCCB,CAMR:LGUN:950,SC_HXR,CAMR:LGUN:950,CAMR:LGUN:950:MaxSizeX_RBV,CAMR:LGUN:950:MaxSizeY_RBV,CAMR:LGUN:950:DataType_RBV,CAMR:LGUN:950:RESOLUTION,CAMR:LGUN:950:MinY_RBV,CAMR:LGUN:950:SizeX_RBV,CAMR:LGUN:950:SizeY_RBV,,,,,,,,,,,CAMR:LGUN:950:BinX,CAMR:LGUN:950:BinY,CAMR:LGUN:950:MinX,CAMR:LGUN:950:MinY,CAMR:LGUN:950:SizeX,CAMR:LGUN:950:SizeY,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
276,CH5B,CAMR:LHTR:250,SC_HXR,CAMR:LHTR:250,CAMR:LHTR:250:MaxSizeX_RBV,CAMR:LHTR:250:MaxSizeY_RBV,CAMR:LHTR:250:DataType_RBV,CAMR:LHTR:250:RESOLUTION,CAMR:LHTR:250:MinY_RBV,CAMR:LHTR:250:SizeX_RBV,CAMR:LHTR:250:SizeY_RBV,,,,,,,,,,,CAMR:LHTR:250:BinX,CAMR:LHTR:250:BinY,CAMR:LHTR:250:MinX,CAMR:LHTR:250:MinY,CAMR:LHTR:250:SizeX,CAMR:LHTR:250:SizeY,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
277,OTR0H04,OTRS:HTR:330,SC_HXR,OTRS:HTR:330,OTRS:HTR:330:ROI:MaxSizeX_RBV,OTRS:HTR:330:ROI:MaxSizeY_RBV,OTRS:HTR:330:BitsPerPixel_RBV,OTRS:HTR:330:RESOLUTION,OTRS:HTR:330:ROI:MinY_RBV,OTRS:HTR:330:ROI:SizeX_RBV,OTRS:HTR:330:ROI:SizeY_RBV,OTRS:HTR:330:X_ORIENT,OTRS:HTR:330:Y_ORIENT,OTRS:HTR:330:X_RTCL_CTR,OTRS:HTR:330:Y_RTCL_CTR,,,,,,,OTRS:HTR:330:ROI:BinX,OTRS:HTR:330:ROI:BinY,OTRS:HTR:330:ROI:MinX,OTRS:HTR:330:ROI:MinY,OTRS:HTR:330:ROI:SizeX,OTRS:HTR:330:ROI:SizeY,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
278,CH4B,CAMR:LHTR:350,SC_HXR,CAMR:LHTR:350,CAMR:LHTR:350:MaxSizeX_RBV,CAMR:LHTR:350:MaxSizeY_RBV,CAMR:LHTR:350:DataType_RBV,CAMR:LHTR:350:RESOLUTION,CAMR:LHTR:350:MinY_RBV,CAMR:LHTR:350:SizeX_RBV,CAMR:LHTR:350:SizeY_RBV,,,,,,,,,,,CAMR:LHTR:350:BinX,CAMR:LHTR:350:BinY,CAMR:LHTR:350:MinX,CAMR:LHTR:350:MinY,CAMR:LHTR:350:SizeX,CAMR:LHTR:350:SizeY,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
279,TCH1B,CAMR:LHTR:400,SC_HXR,CAMR:LHTR:400,CAMR:LHTR:400:MaxSizeX_RBV,CAMR:LHTR:400:MaxSizeY_RBV,CAMR:LHTR:400:DataType_RBV,CAMR:LHTR:400:RESOLUTION,CAMR:LHTR:400:MinY_RBV,CAMR:LHTR:400:SizeX_RBV,CAMR:LHTR:400:SizeY_RBV,,,,,,,,,,,CAMR:LHTR:400:BinX,CAMR:LHTR:400:BinY,CAMR:LHTR:400:MinX,CAMR:LHTR:400:MinY,CAMR:LHTR:400:SizeX,CAMR:LHTR:400:SizeY,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
280,TCH5B,CAMR:LHTR:490,SC_HXR,CAMR:LHTR:490,CAMR:LHTR:490:MaxSizeX_RBV,CAMR:LHTR:490:MaxSizeY_RBV,CAMR:LHTR:490:DataType_RBV,CAMR:LHTR:490:RESOLUTION,CAMR:LHTR:490:MinY_RBV,CAMR:LHTR:490:SizeX_RBV,CAMR:LHTR:490:SizeY_RBV,,,,,,,,,,,CAMR:LHTR:490:BinX,CAMR:LHTR:490:BinY,CAMR:LHTR:490:MinX,CAMR:LHTR:490:MinY,CAMR:LHTR:490:SizeX,CAMR:LHTR:490:SizeY,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
281,YAGH1,YAGS:HTR:625,SC_HXR,YAGS:HTR:625,YAGS:HTR:625:ROI:MaxSizeX_RBV,YAGS:HTR:625:ROI:MaxSizeY_RBV,YAGS:HTR:625:BitsPerPixel_RBV,YAGS:HTR:625:RESOLUTION,YAGS:HTR:625:ROI:MinY_RBV,YAGS:HTR:625:ROI:SizeX_RBV,YAGS:HTR:625:ROI:SizeY_RBV,YAGS:HTR:625:X_ORIENT,YAGS:HTR:625:Y_ORIENT,YAGS:HTR:625:X_RTCL_CTR,YAGS:HTR:625:Y_RTCL_CTR,,,,,,,YAGS:HTR:625:ROI:BinX,YAGS:HTR:625:ROI:BinY,YAGS:HTR:625:ROI:MinX,YAGS:HTR:625:ROI:MinY,YAGS:HTR:625:ROI:SizeX,YAGS:HTR:625:ROI:SizeY,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
282,YAGH2,YAGS:HTR:675,SC_HXR,YAGS:HTR:675,YAGS:HTR:675:ROI:MaxSizeX_RBV,YAGS:HTR:675:ROI:MaxSizeY_RBV,YAGS:HTR:675:BitsPerPixel_RBV,YAGS:HTR:675:RESOLUTION,YAGS:HTR:675:ROI:MinY_RBV,YAGS:HTR:675:ROI:SizeX_RBV,YAGS:HTR:675:ROI:SizeY_RBV,YAGS:HTR:675:X_ORIENT,YAGS:HTR:675:Y_ORIENT,YAGS:HTR:675:X_RTCL_CTR,YAGS:HTR:675:Y_RTCL_CTR,,,,,,,YAGS:HTR:675:ROI:BinX,YAGS:HTR:675:ROI:BinY,YAGS:HTR:675:ROI:MinX,YAGS:HTR:675:ROI:MinY,YAGS:HTR:675:ROI:SizeX,YAGS:HTR:675:ROI:SizeY,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
283,CH2B,CAMR:LHTR:750,SC_HXR,CAMR:LHTR:750,CAMR:LHTR:750:MaxSizeX_RBV,CAMR:LHTR:750:MaxSizeY_RBV,CAMR:LHTR:750:DataType_RBV,CAMR:LHTR:750:RESOLUTION,CAMR:LHTR:750:MinY_RBV,CAMR:LHTR:750:SizeX_RBV,CAMR:LHTR:750:SizeY_RBV,,,,,,,,,,,CAMR:LHTR:750:BinX,CAMR:LHTR:750:BinY,CAMR:LHTR:750:MinX,CAMR:LHTR:750:MinY,CAMR:LHTR:750:SizeX,CAMR:LHTR:750:SizeY,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
284,CH1B,CAMR:LHTR:850,SC_HXR,CAMR:LHTR:850,CAMR:LHTR:850:MaxSizeX_RBV,CAMR:LHTR:850:MaxSizeY_RBV,CAMR:LHTR:850:DataType_RBV,CAMR:LHTR:850:RESOLUTION,CAMR:LHTR:850:MinY_RBV,CAMR:LHTR:850:SizeX_RBV,CAMR:LHTR:850:SizeY_RBV,,,,,,,,,,,CAMR:LHTR:850:BinX,CAMR:LHTR:850:BinY,CAMR:LHTR:850:MinX,CAMR:LHTR:850:MinY,CAMR:LHTR:850:SizeX,CAMR:LHTR:850:SizeY,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
285,VHCB,CAMR:LHTR:950,SC_HXR,CAMR:LHTR:950,CAMR:LHTR:950:MaxSizeX_RBV,CAMR:LHTR:950:MaxSizeY_RBV,CAMR:LHTR:950:DataType_RBV,CAMR:LHTR:950:RESOLUTION,CAMR:LHTR:950:MinY_RBV,CAMR:LHTR:950:SizeX_RBV,CAMR:LHTR:950:SizeY_RBV,,,,,,,,,,,CAMR:LHTR:950:BinX,CAMR:LHTR:950:BinY,CAMR:LHTR:950:MinX,CAMR:LHTR:950:MinY,CAMR:LHTR:950:SizeX,CAMR:LHTR:950:SizeY,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
286,LHSP,CAMR:LHTR:985,SC_HXR,CAMR:LHTR:985,CAMR:LHTR:985:MaxSizeX_RBV,CAMR:LHTR:985:MaxSizeY_RBV,CAMR:LHTR:985:DataType_RBV,CAMR:LHTR:985:RESOLUTION,CAMR:LHTR:985:MinY_RBV,CAMR:LHTR:985:SizeX_RBV,CAMR:LHTR:985:SizeY_RBV,,,,,,,,,,,CAMR:LHTR:985:BinX,CAMR:LHTR:985:BinY,CAMR:LHTR:985:MinX,CAMR:LHTR:985:MinY,CAMR:LHTR:985:SizeX,CAMR:LHTR:985:SizeY,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
287,YAG01B,YAGS:GUNB:753,SC_HXR,YAGS:GUNB:753,YAGS:GUNB:753:ROI:MaxSizeX_RBV,YAGS:GUNB:753:ROI:MaxSizeY_RBV,YAGS:GUNB:753:BitsPerPixel_RBV,YAGS:GUNB:753:RESOLUTION,YAGS:GUNB:753:ROI:MinY_RBV,YAGS:GUNB:753:ROI:SizeX_RBV,YAGS:GUNB:753:ROI:SizeY_RBV,YAGS:GUNB:753:X_ORIENT,YAGS:GUNB:753:Y_ORIENT,YAGS:GUNB:753:X_RTCL_CTR,YAGS:GUNB:753:Y_RTCL_CTR,,,,,,,YAGS:GUNB:753:ROI:BinX,YAGS:GUNB:753:ROI:BinY,YAGS:GUNB:753:ROI:MinX,YAGS:GUNB:753:ROI:MinY,YAGS:GUNB:753:ROI:SizeX,YAGS:GUNB:753:ROI:SizeY,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
288,OTRC006,PROF:COL0:535,SC_HXR,PROF:COL0:535,PROF:COL0:535:ROI:MaxSizeX_RBV,PROF:COL0:535:ROI:MaxSizeY_RBV,PROF:COL0:535:BitsPerPixel_RBV,PROF:COL0:535:RESOLUTION,PROF:COL0:535:ROI:MinY_RBV,PROF:COL0:535:ROI:SizeX_RBV,PROF:COL0:535:ROI:SizeY_RBV,PROF:COL0:535:X_ORIENT,PROF:COL0:535:Y_ORIENT,PROF:COL0:535:X_RTCL_CTR,PROF:COL0:535:Y_RTCL_CTR,,,,,,,PROF:COL0:535:ROI:BinX,PROF:COL0:535:ROI:BinY,PROF:COL0:535:ROI:MinX,PROF:COL0:535:ROI:MinY,PROF:COL0:535:ROI:SizeX,PROF:COL0:535:ROI:SizeY,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
289,OTR11B,PROF:BC1B:470,SC_HXR,PROF:BC1B:470,PROF:BC1B:470:ROI:MaxSizeX_RBV,PROF:BC1B:470:ROI:MaxSizeY_RBV,PROF:BC1B:470:BitsPerPixel_RBV,PROF:BC1B:470:RESOLUTION,PROF:BC1B:470:ROI:MinY_RBV,PROF:BC1B:470:ROI:SizeX_RBV,PROF:BC1B:470:ROI:SizeY_RBV,PROF:BC1B:470:X_ORIENT,PROF:BC1B:470:Y_ORIENT,PROF:BC1B:470:X_RTCL_CTR,PROF:BC1B:470:Y_RTCL_CTR,,,,,,,PROF:BC1B:470:ROI:BinX,PROF:BC1B:470:ROI:BinY,PROF:BC1B:470:ROI:MinX,PROF:BC1B:470:ROI:MinY,PROF:BC1B:470:ROI:SizeX,PROF:BC1B:470:ROI:SizeY,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
290,OTR21B,PROF:BC2B:545,SC_HXR,PROF:BC2B:545,PROF:BC2B:545:ROI:MaxSizeX_RBV,PROF:BC2B:545:ROI:MaxSizeY_RBV,PROF:BC2B:545:BitsPerPixel_RBV,PROF:BC2B:545:RESOLUTION,PROF:BC2B:545:ROI:MinY_RBV,PROF:BC2B:545:ROI:SizeX_RBV,PROF:BC2B:545:ROI:SizeY_RBV,PROF:BC2B:545:X_ORIENT,PROF:BC2B:545:Y_ORIENT,PROF:BC2B:545:X_RTCL_CTR,PROF:BC2B:545:Y_RTCL_CTR,,,,,,,PROF:BC2B:545:ROI:BinX,PROF:BC2B:545:ROI:BinY,PROF:BC2B:545:ROI:MinX,PROF:BC2B:545:ROI:MinY,PROF:BC2B:545:ROI:SizeX,PROF:BC2B:545:ROI:SizeY,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
291,OTRDOG,PROF:DOG:195,SC_HXR,PROF:DOG:195,PROF:DOG:195:ROI:MaxSizeX_RBV,PROF:DOG:195:ROI:MaxSizeY_RBV,PROF:DOG:195:BitsPerPixel_RBV,PROF:DOG:195:RESOLUTION,PROF:DOG:195:ROI:MinY_RBV,PROF:DOG:195:ROI:SizeX_RBV,PROF:DOG:195:ROI:SizeY_RBV,PROF:DOG:195:X_ORIENT,PROF:DOG:195:Y_ORIENT,PROF:DOG:195:X_RTCL_CTR,PROF:DOG:195:Y_RTCL_CTR,,,,,,,PROF:DOG:195:ROI:BinX,PROF:DOG:195:ROI:BinY,PROF:DOG:195:ROI:MinX,PROF:DOG:195:ROI:MinY,PROF:DOG:195:ROI:SizeX,PROF:DOG:195:ROI:SizeY,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
292,OTR30,OTRS:LTUH:449,SC_HXR,OTRS:LTUH:449,OTRS:LTUH:449:N_OF_COL,OTRS:LTUH:449:N_OF_ROW,OTRS:LTUH:449:N_OF_BITS,OTRS:LTUH:449:RESOLUTION,OTRS:LTUH:449:ROI_Y,OTRS:LTUH:449:ROI_XNP,OTRS:LTUH:449:ROI_YNP,OTRS:LTUH:449:X_ORIENT,OTRS:LTUH:449:Y_ORIENT,OTRS:LTUH:449:X_RTCL_CTR,OTRS:LTUH:449:Y_RTCL_CTR,OTRS:LTUH:449:FLT1_OUT,OTRS:LTUH:449:FLT1_IN,OTRS:LTUH:449:FLT2_OUT,OTRS:LTUH:449:FLT2_IN,,,,,OTRS:LTUH:449:ROI_X_SET,OTRS:LTUH:449:ROI_Y_SET,OTRS:LTUH:449:ROI_XNP_SET,OTRS:LTUH:449:ROI_YNP_SET,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
293,YAGPSI,YAGS:LTUH:743,SC_HXR,YAGS:LTUH:743,YAGS:LTUH:743:ROI:MaxSizeX_RBV,YAGS:LTUH:743:ROI:MaxSizeY_RBV,YAGS:LTUH:743:BitsPerPixel_RBV,YAGS:LTUH:743:RESOLUTION,YAGS:LTUH:743:ROI:MinY_RBV,YAGS:LTUH:743:ROI:SizeX_RBV,YAGS:LTUH:743:ROI:SizeY_RBV,YAGS:LTUH:743:X_ORIENT,YAGS:LTUH:743:Y_ORIENT,YAGS:LTUH:743:X_RTCL_CTR,YAGS:LTUH:743:Y_RTCL_CTR,,,,,,,YAGS:LTUH:743:ROI:BinX,YAGS:LTUH:743:ROI:BinY,YAGS:LTUH:743:ROI:MinX,YAGS:LTUH:743:ROI:MinY,YAGS:LTUH:743:ROI:SizeX,YAGS:LTUH:743:ROI:SizeY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
294,HXRXTAL,PROF:UNDH:2850,SC_HXR,PROF:UNDH:2850,PROF:UNDH:2850:N_OF_COL,PROF:UNDH:2850:N_OF_ROW,PROF:UNDH:2850:N_OF_BITS,PROF:UNDH:2850:RESOLUTION,PROF:UNDH:2850:ROI_Y,PROF:UNDH:2850:ROI_XNP,PROF:UNDH:2850:ROI_YNP,PROF:UNDH:2850:X_ORIENT,PROF:UNDH:2850:Y_ORIENT,PROF:UNDH:2850:X_RTCL_CTR,PROF:UNDH:2850:Y_RTCL_CTR,,,,,,,,,PROF:UNDH:2850:ROI_X_SET,PROF:UNDH:2850:ROI_Y_SET,PROF:UNDH:2850:ROI_XNP_SET,PROF:UNDH:2850:ROI_YNP_SET,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
295,XDCXRAY,PROF:DMP1:731,SC_HXR,PROF:DMP1:731,PROF:DMP1:731:N_OF_COL,PROF:DMP1:731:N_OF_ROW,PROF:DMP1:731:N_OF_BITS,PROF:DMP1:731:RESOLUTION,PROF:DMP1:731:ROI_Y,PROF:DMP1:731:ROI_XNP,PROF:DMP1:731:ROI_YNP,PROF:DMP1:731:X_ORIENT,PROF:DMP1:731:Y_ORIENT,PROF:DMP1:731:X_RTCL_CTR,PROF:DMP1:731:Y_RTCL_CTR,,,,,,,,,PROF:DMP1:731:ROI_X_SET,PROF:DMP1:731:ROI_Y_SET,PROF:DMP1:731:ROI_XNP_SET,PROF:DMP1:731:ROI_YNP_SET,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
